,_id,name,category,description,latitude,longitude,founded_year,total_money_raised,raised_amount,currency,address,zip_code,city
1153,52cdef7c4bab8bd675298187,Chumby,hardware,Remote Widget Harddrive ,32.939673,-117.240799,2005.0,$17.5M,17500000.0,USD,12264 El Camino Real Suite 203,92130,San Diego
1155,52cdef7c4bab8bd67529818a,GridPoint,cleantech,Energy Management,38.888107,-77.091562,2003.0,$285M,285388886.0,USD,2801 Clarendon Blvd. Suite 100,22201,Arlington
1156,52cdef7c4bab8bd67529818c,HelioVolt,cleantech,,30.216908,-97.685078,2001.0,$253M,253000000.0,USD,8201 E. Riverside Dr. Suite 600,78744-1604,Austin
1157,52cdef7c4bab8bd67529818f,Kior,cleantech,Biofuels,37.09024,-95.712891,2007.0,$298M,297920000.0,USD,13001 Bay Park Road,77507,Pasadena
1158,52cdef7c4bab8bd67529818d,Etsy,ecommerce,Handmade marketplace,40.694731,-73.983268,2005.0,$91.7M,91650000.0,USD,55 Washington St.,11201,Brooklyn
1159,52cdef7c4bab8bd675298190,Atlassian,enterprise,,,,2002.0,$60M,60000000.0,USD,"Level 6, 341 George St Sydney, NSW, 2000, Australia",2000,Sydney
1160,52cdef7c4bab8bd675298190,Atlassian,enterprise,,,,2002.0,$60M,60000000.0,USD,375 Alabama Street,94110,San Francisco
1161,52cdef7c4bab8bd675298190,Atlassian,enterprise,,,,2002.0,$60M,60000000.0,USD,Herengracht 124-128,,Amsterdam
1162,52cdef7c4bab8bd675298190,Atlassian,enterprise,,,,2002.0,$60M,60000000.0,USD,Le Premier Akihabara 11F,101-0022,Chiyoda-ku
1163,52cdef7c4bab8bd675298191,Causes,nonprofit,Campaigning Platform,37.870258,-122.272513,2007.0,$16.4M,16350000.0,USD,548 4th Street,94017,San Francisco
1165,52cdef7c4bab8bd675298193,Challenge Games,network_hosting,Online social games,30.268236,-97.740651,2006.0,$14.5M,14500000.0,USD,211 E 7th St,78701,Austin
1166,52cdef7c4bab8bd675298192,Nanosolar,nanotech,Solar Cells,37.264749,-121.789862,2002.0,$520M,520000000.0,USD,5521 Hellyer Ave.,95138,San Jose
1167,52cdef7c4bab8bd675298196,EditGrid,public_relations,,22.396428,114.109497,2003.0,$2.5M,2500000.0,USD,,,
1168,52cdef7c4bab8bd675298195,Shozu,mobile,Mobile upload service,37.771706,-122.402683,2001.0,$36M,36000000.0,USD,"600 Townsend St., Suite 120E",94103,San Francisco
1169,52cdef7c4bab8bd675298195,Shozu,mobile,Mobile upload service,,,2001.0,$36M,36000000.0,USD,36 Tanner Street,SE1 3LD,London
1172,52cdef7c4bab8bd67529819a,Fotolia,advertising,Royalty-free stock photography,,,2005.0,$225M,225000000.0,USD,"41 East 11th Street, 11th Floor",10003,New York
1174,52cdef7c4bab8bd675298198,Tesla Motors,automotive,Electric Sport Cars,37.496737,-122.245323,2003.0,$823M,823000000.0,USD,3500 Deer Creek rd.,94304,Palo Alto
1176,52cdef7c4bab8bd67529819d,Bunchball,software,Gamification,37.3208403,-121.9479223,2005.0,$12.5M,12500000.0,USD,2200 Bridge Pkwy,95128,Redwood City
1177,52cdef7c4bab8bd6752981a0,Pinger,messaging,,,,2012.0,$18.5M,18500000.0,USD,97 S. 2nd Street,95113,San Jose
1178,52cdef7c4bab8bd6752981a1,Delve Networks,games_video,,47.600818,-122.334117,2006.0,$9.65M,9650000.0,USD,206 1st Ave South,98104,Seattle
1180,52cdef7c4bab8bd6752981a3,Hooja,mobile,,37.437328,-122.159928,,$1.25M,1250000.0,USD,,,Palo Alto
1183,52cdef7c4bab8bd6752981a6,TravelMuse,web,travel planning,37.402802,-122.117418,2007.0,$5.6M,5600000.0,USD,55 Broad Street,10004,New York
1186,52cdef7c4bab8bd6752981aa,Kenshoo,advertising,Search/Social/Local Marketing Technology,,,2006.0,$12M,12000000.0,,6 Habarzel Street,,Tel Aviv
1187,52cdef7c4bab8bd6752981aa,Kenshoo,advertising,Search/Social/Local Marketing Technology,,,2006.0,$12M,12000000.0,,22 4th Street,94103,San Francisco
1189,52cdef7c4bab8bd6752981ae,LifeOnKey,web,health record platform,37.09024,-95.712891,2003.0,$10M,10000000.0,USD,419 Lafayette Street,10003,New York
1192,52cdef7c4bab8bd6752981b2,jellyfish,web,,,,2005.0,$5M,5000000.0,USD,"1600 Aspen Commons, Suite 950",53562,Middleton
1193,52cdef7c4bab8bd6752981af,Scrapblog,web,"Online, Multimedia Scrapbook Editor",25.752358,-80.25468,2006.0,$10M,10000000.0,USD,110 Sutter,94104,San Francisco
1195,52cdef7c4bab8bd6752981b1,Blekko,search,Search engine,37.09024,-95.712891,2007.0,$60.2M,60200000.0,USD,130 Shoreline Drive,94065,Redwood Shores
1198,52cdef7c4bab8bd6752981b9,ice,ecommerce,E-commerce jewlery site,37.09024,-95.712891,1999.0,$47M,47000000.0,USD,,,
1199,52cdef7c4bab8bd6752981b4,Onaro,network_hosting,Storage Management Software,42.341899,-71.065924,,$10M,10000000.0,USD,500 Harrison Ave,02118,Boston
1201,52cdef7c4bab8bd6752981ba,SugarCRM,software,CRM software company,37.323739,-122.014147,2004.0,$135M,134891549.0,USD,10050 North Wolfe Road,95014,Cupertino
1202,52cdef7c4bab8bd6752981bc,DeepRockDrive,games_video,,36.1062,-115.1374,,$3M,3000000.0,USD,,89173,Las Vegas
1203,52cdef7c4bab8bd6752981b8,Meraki,network_hosting,Cloud-managed network infrastructure,37.392443,-122.072517,2006.0,$80M,80000000.0,USD,660 Alabama St.,94110,San Francisco
1206,52cdef7c4bab8bd6752981c0,Workface,software,customer engagement platform,,,2007.0,$5.19M,5193678.0,USD,1500 Jackson St NE,55413,Minneapolis
1207,52cdef7c4bab8bd6752981bf,4Home,software,XML Based Mobile Software Platform,37.385225,-121.991912,2006.0,$9.15M,9146354.0,USD,455 West Maude Ave,94085,Sunnyvale
1212,52cdef7c4bab8bd6752981c7,Outspark,games_video,Video game publishing,37.775196,-122.419204,2007.0,$23.3M,23300000.0,USD,,,San Francisco
1213,52cdef7c4bab8bd6752981c4,Critical Media,games_video,Global broadcast intelligence solutions,,,2002.0,$6.2M,6200000.0,USD,521 Fifth Avenue,10175,New York
1214,52cdef7c4bab8bd6752981c3,Jobfox,web,job search and career networking site,38.92719,-77.216969,2004.0,$42M,42000000.0,USD,7926 Jones Branch Drive,22102,McLean
1215,52cdef7c4bab8bd6752981c9,Livemocha,education,Online Language Learning Solution,47.6399006,-122.1914274,2007.0,$19.4M,19389998.0,USD,1011 Western Ave,98104,Seattle
1220,52cdef7c4bab8bd6752981d1,Delver,search,Social search engine,,,2007.0,$4M,4000000.0,USD,9 Hamenofim St.,46725,Herzeliya
1222,52cdef7c4bab8bd6752981cd,Joyent,enterprise,Cloud Computing,37.856743,-122.480153,2004.0,$112M,112000000.0,USD,One Embarcadero Center,94111,San Francisco
1223,52cdef7c4bab8bd6752981d4,PLYmedia,advertising,,37.400821,-122.131383,2006.0,$5.7M,5700000.0,USD,228 Hamilton Ave,94301,Palo Alto
1224,52cdef7c4bab8bd6752981d5,NuConomy,advertising,Web Analyitics,,,2006.0,$3.3M,3300000.0,USD,"75, Yehuda Halevi St.",,Tel Aviv
1225,52cdef7c4bab8bd6752981d5,NuConomy,advertising,Web Analyitics,37.795191,-122.430411,2006.0,$3.3M,3300000.0,USD,2000 Broadway St,94115,San Francisco
1228,52cdef7c4bab8bd6752981d8,Widgetbox,other,Application creation and distribution,37.798853,-122.398599,2012.0,$14.5M,14500000.0,USD,,94111,San Francisco
1229,52cdef7c4bab8bd6752981d7,fabrik,network_hosting,,37.553743,-122.300246,2005.0,$51.3M,51300000.0,USD,"1825 South Grant St., Suite 200",94402,San Mateo
1232,52cdef7c4bab8bd6752981db,TicketsNow,ecommerce,Online Ticket Reseller,42.050903,-88.027569,,$34M,34000000.0,USD,3800 Golf Road Suite 125,60008,Rolling Meadows
1233,52cdef7c4bab8bd6752981dc,RazorGator,ecommerce,online ticket reselling,34.047312,-118.445243,2011.0,$58.8M,58800000.0,USD,11150 Santa Monica Blvd. Suite 500,90025,Los Angeles
1238,52cdef7c4bab8bd6752981de,Oversee,web,Performance Marketing Traffic Network,34.051368,-118.256305,2000.0,$210M,210000000.0,USD,515 S. Flower Street Suite 4400,90071,Los Angeles
1240,52cdef7c4bab8bd6752981e5,WAYN,network_hosting,Travel & Lifestyle Community,51.500152,-0.126236,2002.0,$11M,11000000.0,USD,,,London
1242,52cdef7c4bab8bd6752981d6,SuccessFactors,enterprise,,37.557637,-122.285714,2001.0,$35M,35000000.0,USD,1500 Fashion Island Blvd. Suite 300,94404,San Mateo
1248,52cdef7c4bab8bd6752981ee,Studyplaces,web,Student research portal,,,2007.0,$3M,3000000.0,USD,,,
1249,52cdef7c4bab8bd6752981ef,DevZuz,enterprise,Open Source Delivery Platform,37.09024,-95.712891,,$9.25M,9250000.0,USD,,,
1250,52cdef7c4bab8bd6752981f0,Freepath,web,Embedded Media,37.09024,-95.712891,,$1.3M,1300000.0,USD,,,
1251,52cdef7c4bab8bd6752981ea,Smaato,advertising,Mobile RTB Ad Exchange,,,2005.0,$18M,18000000.0,USD,"240 Stockton St, 10th Floor",94108,San Francisco
1252,52cdef7c4bab8bd6752981ea,Smaato,advertising,Mobile RTB Ad Exchange,,,2005.0,$18M,18000000.0,USD,"1115 Broadway, Suite 1015",10010,New York City
1253,52cdef7c4bab8bd6752981ea,Smaato,advertising,Mobile RTB Ad Exchange,,,2005.0,$18M,18000000.0,USD,Gerhofstrasse 2,20354,Hamburg
1254,52cdef7c4bab8bd6752981ea,Smaato,advertising,Mobile RTB Ad Exchange,,,2005.0,$18M,18000000.0,USD,333 North Bridge Rd. #05-00,188721,Singapore
1255,52cdef7c4bab8bd6752981f1,Jellyvision,advertising,Conversation-based advertising,37.09024,-95.712891,2001.0,$5M,5000000.0,USD,,,
1257,52cdef7c4bab8bd6752981f6,Wellsphere,web,Health Social Network,37.55153,-122.314072,,$3M,3000000.0,USD,1730 S. El Camino Real Suite 600,94402,San Mateo
1258,52cdef7c4bab8bd6752981f7,blinkbox music,music,Music,51.7319786,-1.2063327,2007.0,$6M,6000000.0,USD,9400 Garsington Road,OX4 2HN,Oxford
1259,52cdef7c4bab8bd6752981f4,Badoo,web,Social network for meeting new people,,,2006.0,C$30M,30000000.0,CAD,,,London
1260,52cdef7c4bab8bd6752981f4,Badoo,web,Social network for meeting new people,,,2006.0,C$30M,30000000.0,CAD,,,San Fransisco
1261,52cdef7c4bab8bd6752981f4,Badoo,web,Social network for meeting new people,,,2006.0,C$30M,30000000.0,CAD,,,Moscow
1262,52cdef7c4bab8bd6752981e1,Zynga,games_video,Network of gaming applications,37.765158,-122.404234,2007.0,$860M,860213000.0,USD,365 Vermont St.,94103,San Francisco
1263,52cdef7c4bab8bd6752981e1,Zynga,games_video,Network of gaming applications,,,2007.0,$860M,860213000.0,USD,,,
1264,52cdef7c4bab8bd6752981e1,Zynga,games_video,Network of gaming applications,,,2007.0,$860M,860213000.0,USD,,,Baltimore
1265,52cdef7c4bab8bd6752981e1,Zynga,games_video,Network of gaming applications,,,2007.0,$860M,860213000.0,USD,,,Los Angeles
1267,52cdef7c4bab8bd6752981f8,Credit Karma,finance,Personal Finance an Credit,,,2007.0,$33M,33000000.0,USD,,94104,San Francisco
1274,52cdef7c4bab8bd675298201,Twingly,search,,58.415755,15.625419,2006.0,€1M,1000000.0,EUR,,,Linkoping
1277,52cdef7c4bab8bd6752981fd,Quantcast,advertising,digital advertising & audience measure,,,2006.0,$61.2M,61199999.0,USD,"201 Third St, 2nd floor",94107,San Francisco
1278,52cdef7c4bab8bd675298206,Proximic,analytics,Global Inventory Analysis,37.766909,-122.406676,2006.0,€9.46M,9460000.0,EUR,451 Florence St,94301,Palo Alto
1279,52cdef7c4bab8bd675298204,Criteo,advertising,Expand Your Search ,,,2005.0,$63.4M,63360000.0,USD,"32, Rue Blanche",75009,Paris
1280,52cdef7c4bab8bd675298204,Criteo,advertising,Expand Your Search ,,,2005.0,$63.4M,63360000.0,USD,Unterer Anger 3,80331,München
1281,52cdef7c4bab8bd675298204,Criteo,advertising,Expand Your Search ,,,2005.0,$63.4M,63360000.0,USD,100 Avenue of the Americas,10013,New York
1282,52cdef7c4bab8bd675298202,XING,network_hosting,,53.555554,9.98793,2003.0,€5.7M,5700000.0,,Dammtorstrasse 29-32,20354,Hamburg
1284,52cdef7c4bab8bd67529820a,CleverSet,ecommerce,Ecommerce Recommendation Engine,47.605711,-122.33872,,$3.6M,3600000.0,USD,1201 Western Ave.,98101,Seattle
1285,52cdef7c4bab8bd675298207,Amobee,advertising,Mobile Advertising Service ,37.52845,-122.263721,2005.0,$60M,60000000.0,USD,100 Marine Parkway,94065,Redwood City
1286,52cdef7c4bab8bd67529820b,iVideosongs,games_video,,37.09024,-95.712891,,$3.3M,3300000.0,USD,,,
1287,52cdef7c4bab8bd675298208,Visible Measures,advertising,Social video analytics & advertising,42.3536303,-71.0590483,2005.0,$90M,89999999.0,USD,143 South Street,02111,Boston
1288,52cdef7c4bab8bd67529820c,Roost,software,Social Marketing Platform,37.7891288,-122.4020276,2007.0,$13.5M,13500000.0,USD,50 Beale St. 10th Floor,94105,San Francisco
1289,52cdef7c4bab8bd67529820e,HealthCentral,web,Owner of web health properties,38.894403,-77.068267,,$50M,50000000.0,USD,2300 Wilson Blvd.,22201,Arlington
1290,52cdef7c4bab8bd67529820d,Adchemy,advertising,Digital advertising technology,,,2004.0,$119M,119191000.0,USD,1001 E Hillsdale Blvd,94404,Foster City
1292,52cdef7c4bab8bd675298210,XAware,search,data integration,38.912262,-104.827041,1999.0,$12.5M,12500000.0,USD,"5555 Tech Center Drive, Suite 200",80919,Colorado Springs
1293,52cdef7c4bab8bd675298215,WorldTV,games_video,,52.6638571,-8.6267726,2006.0,$1M,1000000.0,USD,,,Limerick
1294,52cdef7c4bab8bd675298215,WorldTV,games_video,,51.5001524,-0.1262362,2006.0,$1M,1000000.0,USD,,,London
1296,52cdef7c4bab8bd675298213,Lijit Networks,advertising,,40.01621,-105.28131,2006.0,$28.3M,28300000.0,USD,"1050 Walnut St., Suite 340",80302,Boulder
1298,52cdef7c4bab8bd675298212,Endeca,search,Enterprise search provider,42.36233,-71.081527,,$65M,65000000.0,USD,101 Main Street,02142,Cambridge
1301,52cdef7c4bab8bd67529821a,clipsync,web,Social TV,37.2906027,-121.9317853,2007.0,$1.51M,1510017.0,USD,Pier 33 South Embarcadero,94111,San Francisco
1302,52cdef7c4bab8bd67529821f,Lookery,web,Social Network Advertising,37.788266,-122.403865,2007.0,$3.15M,3150000.0,USD,25 Kearny St,94108,San Francisco
1303,52cdef7c4bab8bd67529821f,Lookery,web,Social Network Advertising,42.398424,-71.130297,2007.0,$3.15M,3150000.0,USD,1 Camp Street,02140,Cambridge
1304,52cdef7c4bab8bd67529821e,Heroku,enterprise,cloud application platform,37.775196,-122.419204,2007.0,$13M,13020000.0,USD,,,San Francisco
1307,52cdef7c4bab8bd675298222,comScore,web,,38.9579071,-77.3577568,1999.0,$68.2M,68239769.0,USD,11950 Democracy Drive,20190,Reston
1316,52cdef7c4bab8bd67529821c,General Electric,other,,41.216225,-73.2525873,1890.0,$2M,2000000.0,USD,3135 Easton Turnpike,06828,Fairfield
1317,52cdef7c4bab8bd675298231,Taptu,news,A Social and Media Technology Company,,,2007.0,£12M,11950000.0,GBP,140 Science Park,CB4 0GF,Cambridge
1318,52cdef7c4bab8bd675298231,Taptu,news,A Social and Media Technology Company,,,2007.0,£12M,11950000.0,GBP,5350 South Rosyln Street Suite 210,80111,Denver
1320,52cdef7c4bab8bd675298232,First30Days,web,,38.257035,-85.717393,2008.0,$5M,5000000.0,USD,1760 Frankfort Avenue,40206,Louisville
1323,52cdef7c4bab8bd675298233,Seatwave,ecommerce,UK based ticket reseller ,51.500152,-0.126236,2006.0,$53M,53000000.0,USD,120 Moorgate,EC2M 6UR,London
1327,52cdef7c4bab8bd675298238,BreakingPoint Systems,security,,30.384453,-97.709809,2005.0,$20M,20000000.0,USD,3900 N. Capital of Texas Highway,78746,Austin
1334,52cdef7c4bab8bd67529823e,VisualCV,web,Resume Help,38.9530391,-77.3479238,2006.0,$5M,5000000.0,USD,11654 Plaza America Drive,20190,Reston
1344,52cdef7c4bab8bd675298246,LiquidPlanner,software,Online project management software,,,2006.0,$2.2M,2200000.0,USD,"2324 Eastlake Ave. East, Suite 300",98102,Seattle
1349,52cdef7c4bab8bd67529824e,EnterpriseDB,enterprise,Relational Database Management System,40.562967,-74.332355,2004.0,$56.6M,56600000.0,USD,34 Crosby Drive,01730,Bedford
1359,52cdef7c4bab8bd67529825a,Craigslist,web,,37.762512,-122.46649,1995.0,$13.5M,13500000.0,USD,1381 9th Ave,,San Francisco
1362,52cdef7c4bab8bd67529825d,b5media,web,,,,2005.0,$2M,2000000.0,USD,174 Spadina Ave,M5T 2C2,"Toronto, ON"
1363,52cdef7c4bab8bd67529825d,b5media,web,,,,2005.0,$2M,2000000.0,USD,1133 Broadway,10010,New York
1365,52cdef7c4bab8bd675298264,Autonet Mobile,network_hosting,,,,2005.0,$13.1M,13077487.0,USD,,,Marin
1368,52cdef7c4bab8bd67529823b,Salesforce,enterprise,Enterprise Cloud Computing,,,1999.0,$99.9M,99916337.0,USD,The Landmark @ One Market Street,94105,San Francisco
1374,52cdef7c4bab8bd67529826f,TalentSpring,web,Semantic Search for Resumes,47.680496,-122.120938,2006.0,$2.7M,2700000.0,USD,2033 Sixth Avenue,98121,Seattle
1381,52cdef7c4bab8bd675298277,Collarity,advertising,Search and discovery widgets,37.407752,-122.154565,2005.0,$12.2M,12197674.0,USD,"1841 Page Mill Road, G-2",94304,Palo Alto
1382,52cdef7c4bab8bd675298278,Offermatica,software,Website content testing,,,1996.0,$7M,7000000.0,USD,Pier One Bay Three,94111,San Francisco
1384,52cdef7c4bab8bd67529827c,Inside,messaging,,,,2004.0,$1.05M,1045000.0,USD,194 Yeoman Close,IP1 2QB,Ipswich
1391,52cdef7c4bab8bd675298285,RocketOn,web,Multiplayer social games,37.65466,-122.40788,2007.0,$5.8M,5800000.0,USD,,,South San Francisco
1400,52cdef7c4bab8bd675298293,SpotXchange,advertising,Online Video Advertising,39.89674,-105.07359,2006.0,$12M,12000000.0,USD,"11030 CirclePoint Road, Suite 350",80020,Westminster
1402,52cdef7c4bab8bd675298295,Maven Networks,games_video,Video platform,42.375392,-71.118487,,$12M,12000000.0,USD,,,Cambridge
1404,52cdef7c4bab8bd67529829a,MyNewPlace,web,Apartment Rental Site,,,1999.0,$20M,20000000.0,USD,"360 3rd Street,",94107,San Francisco
1406,52cdef7c4bab8bd675298299,Limeade,health,,47.6097449,-122.196699,2006.0,$8.99M,8993894.0,USD,10777 Main St.,98004,Bellevue
1412,52cdef7c4bab8bd67529829d,Mixbook,web,Online Photo Book Software,37.383844,-121.918319,2006.0,$11M,11000000.0,USD,409 Sherman Ave,94306-1827,Palo Alto
1417,52cdef7c4bab8bd6752982a6,GameDuell,games_video,Casual Online Games,,,2003.0,$17.5M,17450000.0,USD,"703 Market St., Ste. 350","CA, 94103",San Francisco
1418,52cdef7c4bab8bd6752982a6,GameDuell,games_video,Casual Online Games,52.5131826,13.3941489,2003.0,$17.5M,17450000.0,USD,Taubenstr. 24-25,10117,Berlin
1422,52cdef7c4bab8bd6752982ad,Bungee Labs,software,web-based Ajax environment,40.32462,-111.679755,2002.0,$23.5M,23470000.0,USD,625 East Technology Avenue,84097,Orem
1427,52cdef7c4bab8bd6752982b4,stickK,web,,40.744837,-73.983843,2007.0,$2.23M,2225000.0,USD,39 East 30th Street,10016,New York
1435,52cdef7c4bab8bd6752982be,Bragster,web,,51.5220072,-0.0766034,2007.0,$3.5M,3500000.0,USD,4 Elder Street,E1 6BT,London
1438,52cdef7c4bab8bd6752982c0,HealthcareMagic,web,Healthcare Portal,,,2008.0,$2.5M,2500000.0,USD,Evoma Business Center,560049,Bangalore
1441,52cdef7c4bab8bd6752982c4,Oddcast,web,,40.752325,-73.988477,1999.0,$4M,4000000.0,USD,134 W. 37th Street,10018,New York
1449,52cdef7c4bab8bd6752982c9,Escapia,software,Online Vacation Rental Software,47.613896,-122.3413,2000.0,$3.6M,3600000.0,USD,2101 4th Ave,98121,Seattle
1450,52cdef7c4bab8bd6752982c9,Escapia,software,Online Vacation Rental Software,,,2000.0,$3.6M,3600000.0,USD,1011 W 5th Street #300,78703,Austin
1452,52cdef7c4bab8bd6752982c6,Qype,web,"Location-based reviews, recommendations",53.54598,9.987181,2005.0,£14.5M,14500000.0,,Großer Burstah 50-52,20457,Hamburg
1453,52cdef7c4bab8bd6752982c6,Qype,web,"Location-based reviews, recommendations",,,2005.0,£14.5M,14500000.0,,3rd Floor,,London W1W 6XF
1457,52cdef7c4bab8bd6752982ca,GumGum,advertising,Premium In-Image Advertising Platform,34.052187,-118.243425,2007.0,$10.8M,10825000.0,USD,1207 4th Street,90401,Santa Monica
1458,52cdef7c4bab8bd6752982cf,TwoFish,ecommerce,managing microtransactions w/i games,37.522281,-122.258139,2006.0,$9.5M,9500000.0,USD,333 Twin Dolphin Drive Suite 340,94065,Redwood City
1460,52cdef7c4bab8bd6752982d0,Clicks2Customers,web,,,,2003.0,$3.7M,3700000.0,USD,Triangle House 20th Floor,,"Cape Town,Western Cape"
1461,52cdef7c4bab8bd6752982ce,Snap Technologies,web,,34.146436,-118.153136,2004.0,$10M,10000000.0,USD,130 W. Union,91103,Pasadena
1467,52cdef7c4bab8bd6752982d7,Three Rings,web,Internet game developer,37.775196,-122.419204,2001.0,$7M,7000000.0,USD,,,San Francisco
1474,52cdef7c4bab8bd6752982dc,ChoiceStream,advertising,High Impact Programmatic Solutions,42.36638,-71.093601,2001.0,$78.3M,78300000.0,USD,25 Drydock Ave,02210,Boston
1475,52cdef7c4bab8bd6752982dc,ChoiceStream,advertising,High Impact Programmatic Solutions,,,2001.0,$78.3M,78300000.0,USD,733 Third Ave,10017,New York
1476,52cdef7c4bab8bd6752982dc,ChoiceStream,advertising,High Impact Programmatic Solutions,,,2001.0,$78.3M,78300000.0,USD,320 W. Ohio,60654,Chicago
1483,52cdef7c4bab8bd6752982e7,Shelfari,web,,47.620716,-122.347533,2006.0,$1M,1000000.0,USD,,,Seattle
1485,52cdef7c4bab8bd6752982ed,Flypaper,web,Publishing Flash Animation widgets,39.098753,-84.5163108,1998.0,$6.63M,6629950.0,USD,311 Elm Street,45202,Cincinnati
1487,52cdef7c4bab8bd6752982f0,Sparkplay Media,web,MMO Game developer,37.905544,-122.547445,2006.0,$7.05M,7050000.0,USD,35 Miller Avenue #227,94941,Mill Valley
1490,52cdef7c4bab8bd6752982f4,Cellfire,mobile,Digital coupon provider,37.395923,-121.92902,2005.0,$26M,26000000.0,USD,2890 Zanker Road,95054,San Jose
1495,52cdef7c4bab8bd6752982f1,TheLadders,web,,40.725883,-74.006196,2003.0,$7.25M,7250000.0,USD,137 Varick Street,10013,New York
1503,52cdef7c4bab8bd6752982f6,HomeAway,travel,Online vacation rental marketplace,,,2005.0,$504M,503751458.0,USD,1011 W. Fifth Street,78703,Austin
1516,52cdef7c4bab8bd675298300,Netflix,games_video,Leading Internet television network ,37.25142,-121.968687,1997.0,$230M,230000000.0,USD,100 Winchester Circle,95032,Los Gatos
1522,52cdef7c4bab8bd67529830b,MOG,music,"Subscription music service, ad network",37.872222,-122.268403,2005.0,$24.9M,24900000.0,USD,2607 7th Street,94710,Berkeley
1523,52cdef7c4bab8bd67529830b,MOG,music,"Subscription music service, ad network",,,2005.0,$24.9M,24900000.0,USD,665 3rd Street,94107,San Francisco
1524,52cdef7c4bab8bd67529830b,MOG,music,"Subscription music service, ad network",,,2005.0,$24.9M,24900000.0,USD,307 7th Ave,10001,New York
1525,52cdef7c4bab8bd67529830b,MOG,music,"Subscription music service, ad network",,,2005.0,$24.9M,24900000.0,USD,525 Broadway,90401,Santa Monica
1528,52cdef7c4bab8bd67529830c,BuzzFeed,news,Social news organization,,,2008.0,$46.3M,46300000.0,USD,54 W 21st St,10010,New York
1540,52cdef7c4bab8bd67529831a,Social Gaming Network,games_video,social gaming platform,37.446823,-122.161523,2011.0,$17.1M,17100000.0,USD,9570 W. Pico Blvd 3rd Floor,90035,Los Angeles
1541,52cdef7c4bab8bd67529831a,Social Gaming Network,games_video,social gaming platform,34.0698494,-118.4054182,2011.0,$17.1M,17100000.0,USD,9606 S. Santa Monica Blvd,90210,Beverly Hills
1552,52cdef7c4bab8bd67529832e,Fortify Software,software,Enabling Software Security Assurance,37.560781,-122.284114,2002.0,$10M,10000000.0,USD,2215 Bridgepointe Parkway,94404,San Mateo
1554,52cdef7c4bab8bd67529832d,Coverity,enterprise,Development Testing Software,37.7759675,-122.3931128,2002.0,$22M,22000000.0,USD,185 Berry Street,94107,San Francisco
1558,52cdef7c4bab8bd675298336,Maktoob,web,Arabic Hosting and Social Network,,,2000.0,$5.25M,5250000.0,USD,,,Amman
1563,52cdef7c4bab8bd675298338,Sitemasher,enterprise,,,,2007.0,C$5M,5000000.0,CAD,Suite 200,V5Y1J5,Vancouver
1564,52cdef7c4bab8bd675298338,Sitemasher,enterprise,,25.705057,-80.271378,2007.0,C$5M,5000000.0,CAD,,,Coral Gables
1565,52cdef7c4bab8bd67529833d,Foneshow,mobile,Audio Distribution Platform,43.657058,-70.253959,2006.0,$2.08M,2075000.0,USD,39 Exchange Street,04101,Portland
1567,52cdef7c4bab8bd67529833c,fotopedia,news,Images for humanity,48.856667,2.350987,2008.0,$12.7M,12662722.0,USD,,,Paris
1568,52cdef7c4bab8bd67529833c,fotopedia,news,Images for humanity,,,2008.0,$12.7M,12662722.0,USD,,94133,San Francisco
1577,52cdef7c4bab8bd67529834b,CoAdna Photonics,hardware,,37.394723,-122.034634,,$2.63M,2630000.0,USD,733 Palomar Ave.,94085,Sunnyvale
1579,52cdef7c4bab8bd675298349,SnapNames,network_hosting,Domain Name Auction Site,,,2000.0,$8.8M,8800000.0,USD,1600 SW 4th Ave,97201,Portland
1584,52cdef7c4bab8bd67529834f,doubleTwist,software,Music for the Internet of Things,37.775196,-122.419204,2007.0,$7.5M,7500000.0,USD,568 Howard Street,,San Francisco
1589,52cdef7c4bab8bd675298354,Exalead,search,,48.86931,2.324782,2000.0,$15.6M,15600000.0,USD,10 place de la madeleine,75008,Paris
1600,52cdef7c4bab8bd675298360,MediaTrust,advertising,Performance Marketing Company,40.743662,-73.984268,2004.0,$21M,21000000.0,USD,"404 Park Avenue South,",10016,New York
1603,52cdef7c4bab8bd67529836a,Paprika Lab,games_video,,,,2007.0,$3.2M,3200000.0,USD,736-54 LS Building 3F,135-080,Seoul
1605,52cdef7c4bab8bd67529836d,RiffTrax,games_video,,32.936973,-117.240431,2006.0,$5M,5000000.0,USD,12230 El Camino Real,92130,San Diego
1608,52cdef7c4bab8bd675298371,IceBreaker,mobile,,,,2006.0,$7.2M,7200000.0,USD,3001 112th Avenue NHE #206,98004,Bellevue
1609,52cdef7c4bab8bd675298371,IceBreaker,mobile,,,,2006.0,$7.2M,7200000.0,USD,"Horizon International Tower, No. 6,  Zhichun Road",,Beijing
1610,52cdef7c4bab8bd67529836b,AdoTube,advertising,Video Advertising Management Platform,40.752672,-73.97593,2007.0,$1.23M,1230000.0,USD,915 Broadway,10010,New York
1611,52cdef7c4bab8bd67529836b,AdoTube,advertising,Video Advertising Management Platform,,,2007.0,$1.23M,1230000.0,USD,180 N. Stetson St.,60601,Chicago
1612,52cdef7c4bab8bd67529836b,AdoTube,advertising,Video Advertising Management Platform,,,2007.0,$1.23M,1230000.0,USD,2812 Santa Monica Blvd.,90404,Santa Monica
1614,52cdef7c4bab8bd675298373,P2P-Next,hardware,Social Media Conglomerate,52.132633,5.291266,2008.0,€19M,19000000.0,EUR,,,
